contract,sample_id,planet,measure,jhora_value_virupa,local_source_value_virupa,pyjhora_value_virupa,jhora_minus_local_virupa,jhora_minus_pyjhora_virupa,local_absolute_delta_virupa,pyjhora_absolute_delta_virupa,nearest_profile,local_pass_fail,classification,notes
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,JUPITER,kaala,136.450000000,136.018903992,156.490000000,0.431096008,-20.040000000,0.431096008,20.040000000,local_source_profile,pass,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,JUPITER,dig,32.820000000,32.819473746,32.820000000,0.000526254,0.000000000,0.000526254,0.000000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,JUPITER,chesta,7.160000000,6.734825532,7.210000000,0.425174468,-0.050000000,0.425174468,0.050000000,pyjhora_secondary_profile,pass,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,JUPITER,naisargika,34.280000000,34.290000000,34.290000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,JUPITER,drik,-6.510000000,-16.630000000,-16.630000000,10.120000000,10.120000000,10.120000000,10.120000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,JUPITER,total,441.540000000,433.064744737,451.510000000,8.475255263,-9.970000000,8.475255263,9.970000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,VENUS,sthana,231.830000000,237.326324584,231.830000000,-5.496324584,0.000000000,5.496324584,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,VENUS,kaala,57.500000000,54.843044189,175.700000000,2.656955811,-118.200000000,2.656955811,118.200000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,VENUS,dig,35.360000000,36.155638570,36.160000000,-0.795638570,-0.800000000,0.795638570,0.800000000,local_source_profile,fail,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,VENUS,chesta,22.430000000,15.556359353,22.490000000,6.873640647,-0.060000000,6.873640647,0.060000000,pyjhora_secondary_profile,fail,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,VENUS,naisargika,42.850000000,42.860000000,42.860000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,VENUS,drik,-7.450000000,-5.560000000,-5.560000000,-1.890000000,-1.890000000,1.890000000,1.890000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,VENUS,total,382.510000000,381.181366697,503.480000000,1.328633303,-120.970000000,1.328633303,120.970000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SATURN,sthana,171.670000000,174.169004556,171.670000000,-2.499004556,0.000000000,2.499004556,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SATURN,kaala,133.120000000,136.019726739,113.590000000,-2.899726739,19.530000000,2.899726739,19.530000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SATURN,dig,1.820000000,1.820019769,1.820000000,-0.000019769,0.000000000,0.000019769,0.000000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SATURN,chesta,22.080000000,21.887471839,97.960000000,0.192528161,-75.880000000,0.192528161,75.880000000,local_source_profile,pass,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SATURN,naisargika,8.570000000,8.570000000,8.570000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SATURN,drik,-14.130000000,-8.220000000,-8.230000000,-5.910000000,-5.900000000,5.910000000,5.900000000,pyjhora_secondary_profile,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SATURN,total,323.140000000,334.246222903,385.380000000,-11.106222903,-62.240000000,11.106222903,62.240000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SUN,sthana,179.590000000,180.089653835,179.590000000,-0.499653835,0.000000000,0.499653835,0.000000000,pyjhora_secondary_profile,pass,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SUN,kaala,108.160000000,105.429721302,63.490000000,2.730278698,44.670000000,2.730278698,44.670000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SUN,dig,2.150000000,0.353701253,0.350000000,1.796298747,1.800000000,1.796298747,1.800000000,local_source_profile,fail,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SUN,chesta,18.090000000,23.817801497,0.000000000,-5.727801497,18.090000000,5.727801497,18.090000000,local_source_profile,fail,luminary_display_only_excluded_from_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SUN,naisargika,60.000000000,60.000000000,60.000000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SUN,drik,-4.160000000,-4.160000000,-4.160000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SUN,total,345.750000000,341.713076391,299.270000000,4.036923609,46.480000000,4.036923609,46.480000000,local_source_profile,fail,corrected_total_excludes_luminary_chesta,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MOON,sthana,133.140000000,145.638832636,133.140000000,-12.498832636,0.000000000,12.498832636,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MOON,kaala,198.150000000,201.880349752,220.820000000,-3.730349752,-22.670000000,3.730349752,22.670000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MOON,dig,17.910000000,20.415521058,20.410000000,-2.505521058,-2.500000000,2.505521058,2.500000000,pyjhora_secondary_profile,fail,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MOON,chesta,39.940000000,79.876360391,0.000000000,-39.936360391,39.940000000,39.936360391,39.940000000,local_source_profile,fail,luminary_display_only_excluded_from_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MOON,naisargika,51.430000000,51.430000000,51.430000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MOON,drik,-12.420000000,-9.030000000,-9.030000000,-3.390000000,-3.390000000,3.390000000,3.390000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MOON,total,388.210000000,410.334703446,416.770000000,-22.124703446,-28.560000000,22.124703446,28.560000000,local_source_profile,fail,corrected_total_excludes_luminary_chesta,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MARS,sthana,224.250000000,217.002135673,224.250000000,7.247864327,0.000000000,7.247864327,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MARS,kaala,136.400000000,135.141475353,97.720000000,1.258524647,38.680000000,1.258524647,38.680000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MARS,dig,13.060000000,10.554509239,10.560000000,2.505490761,2.500000000,2.505490761,2.500000000,pyjhora_secondary_profile,fail,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MARS,chesta,5.040000000,13.608899777,12.740000000,-8.568899777,-7.700000000,8.568899777,7.700000000,pyjhora_secondary_profile,fail,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MARS,naisargika,17.140000000,17.140000000,17.140000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MARS,drik,2.590000000,2.590000000,2.590000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MARS,total,398.480000000,396.037020041,365.000000000,2.442979959,33.480000000,2.442979959,33.480000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MERCURY,sthana,176.610000000,179.615280018,176.610000000,-3.005280018,0.000000000,3.005280018,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MERCURY,kaala,123.210000000,120.470571028,84.130000000,2.739428972,39.080000000,2.739428972,39.080000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MERCURY,dig,24.890000000,24.889917765,24.890000000,0.000082235,0.000000000,0.000082235,0.000000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MERCURY,chesta,11.270000000,22.988542227,97.400000000,-11.718542227,-86.130000000,11.718542227,86.130000000,local_source_profile,fail,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MERCURY,naisargika,25.700000000,25.710000000,25.710000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MERCURY,drik,-3.030000000,-3.030000000,-3.030000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,MERCURY,total,358.660000000,370.644311038,475.930000000,-11.984311038,-117.270000000,11.984311038,117.270000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,JUPITER,sthana,210.830000000,211.335991431,192.080000000,-0.505991431,18.750000000,0.505991431,18.750000000,local_source_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,JUPITER,kaala,102.310000000,101.927463779,139.700000000,0.382536221,-37.390000000,0.382536221,37.390000000,local_source_profile,pass,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,JUPITER,dig,44.940000000,44.943962511,44.940000000,-0.003962511,0.000000000,0.003962511,0.000000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,JUPITER,chesta,20.870000000,17.443718526,11.830000000,3.426281474,9.040000000,3.426281474,9.040000000,local_source_profile,fail,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,JUPITER,naisargika,34.280000000,34.290000000,34.290000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,JUPITER,drik,11.670000000,11.670000000,11.670000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,JUPITER,total,424.900000000,421.611136247,464.630000000,3.288863753,-39.730000000,3.288863753,39.730000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,VENUS,sthana,184.390000000,191.891348017,184.390000000,-7.501348017,0.000000000,7.501348017,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,VENUS,kaala,137.460000000,136.898355760,225.370000000,0.561644240,-87.910000000,0.561644240,87.910000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,VENUS,dig,42.380000000,44.885340405,44.880000000,-2.505340405,-2.500000000,2.505340405,2.500000000,pyjhora_secondary_profile,fail,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,VENUS,chesta,22.080000000,14.293161067,78.270000000,7.786838933,-56.190000000,7.786838933,56.190000000,local_source_profile,fail,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,VENUS,naisargika,42.850000000,42.860000000,42.860000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,VENUS,drik,2.400000000,0.480000000,0.480000000,1.920000000,1.920000000,1.920000000,1.920000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,VENUS,total,431.560000000,431.308205249,606.490000000,0.251794751,-174.930000000,0.251794751,174.930000000,local_source_profile,pass,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SATURN,sthana,166.880000000,174.877807506,166.880000000,-7.997807506,0.000000000,7.997807506,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SATURN,kaala,88.550000000,86.762695788,50.010000000,1.787304212,38.540000000,1.787304212,38.540000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SATURN,dig,29.730000000,29.730163575,29.730000000,-0.000163575,0.000000000,0.000163575,0.000000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SATURN,chesta,39.440000000,57.667927666,44.790000000,-18.227927666,-5.350000000,18.227927666,5.350000000,pyjhora_secondary_profile,fail,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SATURN,naisargika,8.570000000,8.570000000,8.570000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SATURN,drik,-0.230000000,-4.140000000,-4.130000000,3.910000000,3.900000000,3.910000000,3.900000000,pyjhora_secondary_profile,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,gann_reference_tokyo,SATURN,total,332.940000000,353.468594535,295.850000000,-20.528594535,37.090000000,20.528594535,37.090000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
